상품 제목,포스터 URL,상세 포스터 URL,공연장소,공연기간,캐스팅 리스트,해당 링크
제19회 부산국제매직페스티벌 - 매직컨벤션 〈매직 갈라쇼 MAGIC GALASHOW〉,http://ticketimage.interpark.com/Play/image/large/24/24007627_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052714071224.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052714072219.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052714072755.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007627-02.jpg",영화의전당 하늘연극장(자세히),2024.06.29 ~2024.06.30,,https://tickets.interpark.com/goods/24007627
제19회 부산국제매직페스티벌 - 매직컨벤션 〈챔피언쇼 CHAMPION SHOW〉,http://ticketimage.interpark.com/Play/image/large/24/24007642_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052714160213.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052714160507.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007642-01.jpg",영화의전당 하늘연극장(자세히),2024.06.30,,https://tickets.interpark.com/goods/24007642
조남열퀄텟 with 재즈보컬 김유진－경기,http://ticketimage.interpark.com/Play/image/large/24/24008755_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24008755-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24008755-02.jpg",구리아트홀 유채꽃 소극장(자세히),2024.07.13,,https://tickets.interpark.com/goods/24008755
지역 아티스트와 함께하는 K-클래식 콘서트 2 〈앙상블 원〉 - 천안,http://ticketimage.interpark.com/Play/image/large/24/24006814_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/5/2024051311033657.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/5/2024051311033998.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24006814-03.jpg",천안예술의전당 소공연장(자세히),2024.07.12,,https://tickets.interpark.com/goods/24006814
지혜를 배우는 시간 〈대담한 대담〉 IV,http://ticketimage.interpark.com/Play/image/large/24/24002706_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24002706-01.jpg,아트센터인천 다목적홀(자세히),2024.07.18,,https://tickets.interpark.com/goods/24002706
지혜를 배우는 시간 〈대담한 대담〉 V,http://ticketimage.interpark.com/Play/image/large/24/24002198_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24002198-01.jpg,아트센터인천 다목적홀(자세히),2024.08.15,,https://tickets.interpark.com/goods/24002198
진성 30주년 기념 콘서트 〈진성 빅쇼〉 - 고양,http://ticketimage.interpark.com/Play/image/large/24/24006751_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006751-02.jpg,고양아람누리 아람극장(자세히),2024.07.06,진성,https://tickets.interpark.com/goods/24006751
진성 30주년 기념 콘서트 〈진성 빅쇼〉 - 부산,http://ticketimage.interpark.com/Play/image/large/24/24008711_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008711-01.jpg,벡스코 오디토리움(자세히),2024.09.21,진성,https://tickets.interpark.com/goods/24008711
커트 로젠윈클 The Next Step Band,http://ticketimage.interpark.com/Play/image/large/24/24008053_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008053-02.jpg,광림아트센터 장천홀(자세히),2024.08.02,,https://tickets.interpark.com/goods/24008053
코난 그레이 내한공연,http://ticketimage.interpark.com/Play/image/large/24/24006288_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006288-03.jpg,KBS 아레나(자세히),2024.09.06 ~2024.09.07,코난 그레이,https://tickets.interpark.com/goods/24006288
크랙샷 콘서트 〈We Are Crackshot vol.3〉,http://ticketimage.interpark.com/Play/image/large/24/24008668_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008668-01.jpg,꿈빛극장(자세히),2024.07.06,크랙샷,https://tickets.interpark.com/goods/24008668
크리스 제임스 내한공연,http://ticketimage.interpark.com/Play/image/large/24/24005900_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005900-01.jpg,무신사 개러지(자세히),2024.08.24,,https://tickets.interpark.com/goods/24005900
토리 켈리 내한공연 (TORI KELLY Live in Seoul),http://ticketimage.interpark.com/Play/image/large/24/24007636_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007636-01.jpg,명화 라이브 홀(자세히),2024.08.27,,https://tickets.interpark.com/goods/24007636
트로이카 오리지날 라이브쑈〈어서옵쑈〉,http://ticketimage.interpark.com/Play/image/large/24/24008443_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008443-01.jpg,구름아래소극장(자세히),2024.06.30,,https://tickets.interpark.com/goods/24008443
프레드 허쉬 솔로 피아노 2024,http://ticketimage.interpark.com/Play/image/large/24/24008893_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008893-02.jpg,마포아트센터 아트홀맥(자세히),2024.09.07,프레드 허쉬,https://tickets.interpark.com/goods/24008893
허윤정 〈다시:나기〉,http://ticketimage.interpark.com/Play/image/large/24/24007617_p.gif,"https:https://ticketimage.interpark.com/Play/ITM/Data/Detail/2024/5/2024052315310282.jpg, https:https://ticketimage.interpark.com/Play/ITM/Data/Modify/2024/6/2024062708021633.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007617-01.jpg",국립극장 달오름극장(자세히),2024.07.05 ~2024.07.06,,https://tickets.interpark.com/goods/24007617
a beautiful blur : the world tour,http://ticketimage.interpark.com/Play/image/large/24/24002823_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24002823-04.jpg,일산 킨텍스 제2전시장 9홀(자세히),2024.09.29,레이니,https://tickets.interpark.com/goods/24002823
ADOBT STAGE：김오키 새턴발라드 - 부산,http://ticketimage.interpark.com/Play/image/large/24/24008997_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008997-02.jpg,KT&G 상상마당 부산 라이브홀(자세히),2024.07.21,,https://tickets.interpark.com/goods/24008997
ASAC오픈클래스  〈쇼팽의 만년을 찾아서〉 -안산,http://ticketimage.interpark.com/TicketImage/main/common/mobile/noimage_vtc.jpg,,안산문화예술의전당 별무리극장(자세히),2024.09.07,,https://tickets.interpark.com/goods/24009158
BLACKSTAR Theater Starless 「BLACK SONIC」 In Osaka,http://ticketimage.interpark.com/Play/image/large/24/24007884_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007875-02.jpg,Zepp Osaka Bayside(자세히),2024.07.14,,https://tickets.interpark.com/goods/24007884
CHA EUN-WOO 2024 Just One 10 Minute ［Mystery Elevator］ Encore in Seoul,http://ticketimage.interpark.com/Play/image/large/24/24007152_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007152-03.jpg,SK올림픽 핸드볼경기장(자세히),2024.07.06,차은우,https://tickets.interpark.com/goods/24007152
Deafheaven Live in Seoul,http://ticketimage.interpark.com/Play/image/large/24/24005840_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005840-02.jpg,명화 라이브홀(자세히),2024.07.03,,https://tickets.interpark.com/goods/24005840
Dragon Pony Final Debut Mission : 500,http://ticketimage.interpark.com/Play/image/large/24/24007724_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007724-01.jpg,무신사 개러지(자세히),2024.06.29,,https://tickets.interpark.com/goods/24007724
EPEX 2nd FANCON 〈YOUTH DAYS〉,http://ticketimage.interpark.com/Play/image/large/24/24007187_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007187-02.jpg,KBS아레나(자세히),2024.07.27 ~2024.07.28,이펙스,https://tickets.interpark.com/goods/24007187
HAVE A NICE TRIP 2024,http://ticketimage.interpark.com/Play/image/large/24/24005265_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24005265-09.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24005265-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24005265-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24005265-04.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24005265-05.jpg",킨텍스 제2전시장(자세히),2024.07.27 ~2024.07.28,"트래비스, 권진아, 홍이삭, 설, 알렉 벤자민, 너드커넥션",https://tickets.interpark.com/goods/24005265
ISNL : SF9 INSEONG‘S SATURDAY NIGHT LIVE,http://ticketimage.interpark.com/Play/image/large/24/24007638_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007638-03.jpg,명화라이브홀(자세히),2024.07.13,,https://tickets.interpark.com/goods/24007638
"K－Jazz 의 향연, 구각노리",http://ticketimage.interpark.com/Play/image/large/24/24007693_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24007693-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007693-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007693-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007693-04.jpg",재즈런치(자세히),2024.06.29,,https://tickets.interpark.com/goods/24007693
Legend Rock Star 소찬휘＆박완규 콘서트 - 화성,http://ticketimage.interpark.com/Play/image/large/24/24008556_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008556-01.jpg,화성아트홀(자세히),2024.08.17,"박완규, 소찬휘",https://tickets.interpark.com/goods/24008556
LOUD BRIDGE Vol.7,http://ticketimage.interpark.com/Play/image/large/24/24007820_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24007820-02.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007820-01.jpg",홍대 롤링홀(자세히),2024.07.20,,https://tickets.interpark.com/goods/24007820
MARCIN ACOUSTIC DRAGON TOUR 2024－롤링홀,http://ticketimage.interpark.com/Play/image/large/24/24007074_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007074-03.jpg,롤링홀(자세히),2024.08.24,,https://tickets.interpark.com/goods/24007074
MARCIN ACOUSTIC DRAGON TOUR 2024－무신사 개러지,http://ticketimage.interpark.com/Play/image/large/24/24007075_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007075-02.jpg,무신사 개러지(자세히),2024.08.23,,https://tickets.interpark.com/goods/24007075
Omoinotake Live in Seoul,http://ticketimage.interpark.com/Play/image/large/24/24006374_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006374-01.jpg,홍대 롤링홀(자세히),2024.09.28,,https://tickets.interpark.com/goods/24006374
ONLY FOR JAZZ－대구,http://ticketimage.interpark.com/Play/image/large/24/24008335_p.gif,"https://ticketimage.interpark.com/Play/image/etc/24/24008335-01.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24008335-02.jpg",에이치아츠 콘서트홀(자세히),2024.07.19,,https://tickets.interpark.com/goods/24008335
PINYO 1st Album ‘Heart donut’ Release tour,http://ticketimage.interpark.com/Play/image/large/24/24005800_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24005800-02.jpg,KT&G 상상마당 라이브홀(자세히),2024.07.21,,https://tickets.interpark.com/goods/24005800
PITTA 강형호 콘서트: New Normal Life - 부산,http://ticketimage.interpark.com/Play/image/large/24/24006914_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006914-03.jpg,소향씨어터 신한카드홀(자세히),2024.07.20 ~2024.07.21,강형호,https://tickets.interpark.com/goods/24006914
PITTA 강형호 콘서트：New Normal Life - 수원,http://ticketimage.interpark.com/Play/image/large/24/24007563_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007563-01.jpg,경기아트센터 대극장(자세히),2024.08.10 ~2024.08.11,강형호,https://tickets.interpark.com/goods/24007563
Porter Robinson SMILE! :D World Tour in Seoul,http://ticketimage.interpark.com/Play/image/large/24/24006225_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24006225-01.jpg,명화 라이브 홀(자세히),2024.12.12,포터 로빈슨,https://tickets.interpark.com/goods/24006225
ROCK CAFE RETRO 광주 SUMMER 콘서트,http://ticketimage.interpark.com/Play/image/large/24/24007978_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007978-05.jpg,광주 호남대학교 야외 특설무대(자세히),2024.07.27,"김원준, 김현정, 현진영, R.ef, 스페이스 에이, 노이즈, 김성수",https://tickets.interpark.com/goods/24007978
S2O Korea 2024,http://ticketimage.interpark.com/Play/image/large/24/24004426_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24004426-01.jpg,서울랜드(자세히),2024.07.13 ~2024.07.14,"트라이토널, 니키 로메로",https://tickets.interpark.com/goods/24004426
SOUND WA,http://ticketimage.interpark.com/Play/image/large/24/24008524_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008524-01.jpg,홍대 BENDER(자세히),2024.07.13,,https://tickets.interpark.com/goods/24008524
Summer Jazzbreak 2024,http://ticketimage.interpark.com/Play/image/large/24/24007566_p.gif,"https://ticketimage.interpark.com/240075662024/06/20/b2d950a6.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007566-06.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24007566-03.jpg, https://ticketimage.interpark.com/Play/image/etc/24/24006122-05.jpg",구로아트밸리 예술극장(자세히),2024.08.31,"젠틀레인, 카즈미 타테이시, 마오 스즈키, 시노부 사토, 요시다 케이코",https://tickets.interpark.com/goods/24007566
THE GREATEST : 불후의명곡 정동하X알리 - 이천,http://ticketimage.interpark.com/Play/image/large/24/24009074_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24009074-01.jpg,이천아트홀 대공연장(자세히),2024.08.31,,https://tickets.interpark.com/goods/24009074
THE GREATEST : 전율 정동하X소향 - 세종,http://ticketimage.interpark.com/Play/image/large/24/24001813_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24001813-01.jpg,세종예술의전당(세종특별자치시)(자세히),2024.06.29,"소향, 정동하",https://tickets.interpark.com/goods/24001813
The Jazz Era (더재즈에라) - 부산,http://ticketimage.interpark.com/Play/image/large/24/24007906_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007906-01.jpg,"부산 북구문화예술회관(구, 북구빙상센터)(자세히)",2024.06.28,,https://tickets.interpark.com/goods/24007906
TOMIOKA AI 〈BLUE SPOT〉,http://ticketimage.interpark.com/Play/image/large/24/24007900_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24007900-01.jpg,무신사 개러지(자세히),2024.09.21,,https://tickets.interpark.com/goods/24007900
VerseDay 2024 (대구),http://ticketimage.interpark.com/Play/image/large/24/24008573_p.gif,https://ticketimage.interpark.com/Play/image/etc/24/24008573-01.jpg,클럽 헤비(자세히),2024.07.20,,https://tickets.interpark.com/goods/24008573
